description,reaction,K_prime,T,I,pH,pMg,nontrans_standard_dg_primes
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000259,298.15,,8.85,,20.461930607831658
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000223,298.15,,8.85,,20.832722998420532
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000424,304.25,,7.71,,19.63435014993741
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000359,304.25,,7.71,,20.055090162179123
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000598,310.15,,7.81,,19.128859030155244
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],8.3e-05,287.45,,7.98,,22.44591477833005
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000571,310.15,,7.81,,19.247936418637583
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000228,298.15,,7.77,,20.77778446148538
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000261,298.15,,7.93,,20.44287184846857
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000959,316.15,,7.94,,18.258085478476612
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000265,298.15,,7.93,,20.405188589738213
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.00101,316.15,,7.92,,18.12195799545659
L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[H] = [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]N([H])[H],0.000137,292.15,,7.9,,21.596268840657466
"2 7,8-dihydrofolate(aq) = folate(aq) + 5,6,7,8-tetrahydrofolate(aq)",2.0 [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N([H])C([H])([H])C2=Nc3c(nc(N([H])[H])n([H])c3=O)N([H])C2([H])[H])c([H])c1[H] = [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N([H])C([H])([H])c2nc3c(=O)n([H])c(N([H])[H])nc3nc2[H])c([H])c1[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N([H])C([H])([H])[C@]2([H])N([H])c3c(nc(N([H])[H])n([H])c3=O)N([H])C2([H])[H])c([H])c1[H],19.4,295.15,,7.0,,-7.2729148706923965
D-mannitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq),[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C1(O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],0.084,298.15,,7.2,,6.136928417261672
(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),[H]OC(=O)[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],5.6e-05,298.15,,8.1,,24.25635704865686
(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),[H]OC(=O)[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],0.000481,298.15,,9.2,,18.928182660545374
(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),[H]OC(=O)[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],1.31e-05,298.15,,7.5,,27.85570283365684
(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),[H]OC(=O)[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],0.000255,298.15,,8.85,,20.500493666473602
(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),[H]OC(=O)[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],3.24e-05,298.15,,8.0,,25.612097589918832
(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),[H]OC(=O)[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],2.71e-06,298.15,,7.0,,31.759608712495787
cephalothin(aq) + H2O(l) = 2-thienylacetic acid(aq) + 7-aminocephalosporanic acid(aq),[H]OC(=O)C1=C(C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])S[C@@]2([H])N1C(=O)[C@@]2([H])N([H])C(=O)C([H])([H])c1sc([H])c([H])c1[H] + [H]O[H] = [H]OC(=O)C([H])([H])c1sc([H])c([H])c1[H] + [H]OC(=O)C1=C(C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])S[C@@]2([H])N1C(=O)[C@@]2([H])N([H])[H],0.007,298.15,,5.0,,12.293598982802639
2-dehydro-3-deoxy-L-pentonate(aq) = pyruvate(aq) + glycolaldehyde(aq),[H]OC(=O)C(=O)C([H])([H])[C@@]([H])(O[H])C([H])([H])O[H] = [H]OC(=O)C(=O)C([H])([H])[H] + [H]OC([H])([H])C([H])=O,0.00037,301.15,,7.4,,19.77522036312253
-D-melibiose(aq) + H2O(l) = D-galactose(aq) + D-glucose(aq),[H]OC1([H])O[C@]([H])(C([H])([H])O[C@@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]O[H] = [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H],123.0,298.15,,5.65,,-11.922795481756115
ATP(aq) + guanidinoacetate(aq) = ADP(aq) + phosphoguanidinoacetate(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N([H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],29.0,308.15,,7.25,,-8.622723665185859
D-sorbitol 6-phosphate(aq) + NAD(aq) = D-fructose 6-phosphate(aq) + NADH(aq),[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C1(O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],2.2,298.15,,9.31,,-1.9535028501585654
glycerol(aq) + NAD(aq) = dihydroxyacetone(aq) + NADH(aq),[H]OC([H])([H])C([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],6.4e-05,298.15,,7.1,,23.925516131708438
D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq),[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C1(O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],0.094,298.15,,7.63,,5.858249984857142
cellotriose(aq) + orthophosphate(aq) = cellobiose(aq) + D-glucose 1-phosphate(aq),[H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]OP(=O)(O[H])O[H] = [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],0.4,310.15,,7.5,,2.361598710778291
xylitol(aq) + NAD(aq) = D-xylulose(aq) + NADH(aq),[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C1(O[H])OC([H])([H])[C@@]([H])(O[H])[C@]1([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],0.00122,298.15,,7.51,,16.622159377546254
D-glyceraldehyde 3-phosphate(aq) + indole(aq) = 1-(indol-3-yl)glycerol 3-phosphate(aq),[H]O[C@@]([H])(C([H])=O)C([H])([H])OP(=O)(O[H])O[H] + [H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H] = [H]O[C@@]([H])(c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],2300.0,298.15,,7.8,,-19.178475249796804
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],8.65,303.15,0.065,5.42,,-5.435272738677549
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],10.5,303.15,0.065,6.45,,-5.923529290527689
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.59,303.15,0.065,7.5,,-6.172341804047854
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.65,303.15,0.065,7.89,,-6.185349628990269
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],9.81,293.15,0.065,6.22,,-5.562542618708162
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.28,293.15,0.065,7.24,,-5.902689477316631
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.74,293.15,0.065,8.06,,-6.000060839517079
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.3,303.15,0.046,7.4,1.34,-6.108506043765474
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.31,303.15,0.032,7.4,1.48,-6.110734417639213
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.64,303.15,0.059,7.4,1.34,-6.183186317135559
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],10.45,303.15,0.3,7.45,,-5.911504558866045
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.36,303.15,0.038,7.4,1.48,-6.121846815455026
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],10.02,303.15,0.065,6.2,,-5.805651576875658
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.4,303.15,0.065,7.1,,-6.130701575010961
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],10.72,303.15,0.065,6.66,,-5.975766678682821
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.14,303.15,0.3,7.8,,-6.072581349407717
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.11,303.15,0.085,7.4,1.34,-6.06578806034727
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],10.43,303.15,0.3,7.01,,-5.906678548769424
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.47,303.15,0.3,8.12,,-6.146122904760229
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],10.84,303.15,0.3,7.55,,-6.003809749341764
2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),[H]OC(=O)[C@]([H])(OP(=O)(O[H])O[H])C([H])([H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],11.1,303.15,0.3,7.89,,-6.063519553665387
